a			ʌ
schwegler		ʃwɛˈgʌlɚ
schwegler(1)		ʃwɛˈglɚ
schwegman		ʃwɛˈgmʌn
schweich		ʃwajˈk
schweickert		ʃwajˈkɚt
schweiger		ʃwajˈgɚ
schweigert		ʃwajˈgɚt
schweighardt		ʃwajˈghɑˌɹt
schweikert		ʃwajˈkɚt
schweinsberg		ʃwajˈnsbɚg
schweiss		ʃwajˈs
schweitzer		ʃwajˈtsɚ
schweitzer's		ʃwajˈtsɚz
schweizer		ʃwajˈzɚ
schweizerische		ʃwajˈzɚɪʃ
schwemm		ʃwɛˈm
schwemmer		ʃwɛˈmɚ
schwendeman		ʃwɛˈndmʌn
schwenk		ʃwɛˈŋk
schwenke		ʃwɛˈŋk
schwenker		ʃwɛˈŋkɚ
schwenn		ʃwɛˈn
schwent		ʃwɛˈnt
schweppe		ʃwɛˈp
schweppes		ʃwɛˈps
schwer			ʃwɚˈ
schwerdloff		ʃwɚˈdlɔf
schwerdt		ʃwɚˈt
schwerdtfeger		ʃwɚˈtfejˌgɚ
schwerin		ʃwɛˈɹɪn
schwering		ʃwɪˈɹɪŋ
schwerner		ʃwɚˈnɚ
schwerner's		ʃwɚˈnɚz
schwertfeger		ʃwɚˈtfɪgɚ
schwertner		ʃwɚˈtnɚ
schwichtenberg		ʃwɪˈktʌnbɚg
schwieger		ʃwiˈgɚ
schwier		ʃwajˈɚ
schwiesow		ʃwiˈsow
schwieterman		ʃwiˈtɚmʌn
schwimmer		ʃwɪˈmɚ
schwind		ʃwɪˈnd
schwindt		ʃwɪˈnt
schwing		ʃwɪˈŋ
schwinger		ʃwɪˈŋɚ
schwinn		ʃwɪˈn
schwisow		ʃwɪˈsow
schwoerer		ʃwowˈɚɚ
sci			siˈ
sci(1)			ɛˈsSiˈajˈ
sciacca		skɔˈkɑ
scialabba		skɔˈlɑbʌ
scialdone		ʃɔˈldowni
sciandra		ʃɔˈndɹʌ
scianna		ʃɔˈnʌ
sciara			ʃɑˈɹʌ
sciaroni		siˌɚowˈni
sciarra		siɑˈɹʌ
sciarrino		ʃɚiˈnow
sciascia		ʃɔˈsʧʌ
scibelli		sɪbɛˈli
scibilia		sɪbiˈliʌ
scicchitano		sɪkɪtɑˈnow
sciclone		sɪˌklowˈni
scicom			sɪˈkɑˌm
science		sajˈʌns
science's		sajˈʌnsɪz
sciences		sajˈʌnsʌz
sciences(1)		sajˈʌnsɪz
sciences'		sajˈʌnsɪz
scientific		sajˌʌntɪˈfɪk
scientific's		sajˌʌntɪˈfɪks
scientifically		sajˌʌntɪˈfɪkʌli
scientifically(1)	sajˌʌntɪˈfɪkli
scientifics		sajˌʌntɪˈfɪks
scientist		sajˈʌntɪst
scientist's		sajˈʌntɪsts
scientists		sajˈʌntɪsts
scientists(1)		sajˈntɪsts
scientists(2)		sajˈntɪs
scientists(3)		sajˈʌntɪs
scientists'		sajˈʌntɪsts
scientologist		sajˌʌntɑˈlʌʤʌst
scientologists		sajˌʌntɑˈlʌʤʌsts
scientology		sajˌʌntɑˈlʌʤi
scifres		sajˈfɚz
scilla			sɪˈlʌ
scillas		sɪˈlʌz
scimeca		sɪmɛˈkʌ
scimeca(1)		sajˌmɛˈkʌ
scimed			sajˈmɛˌd
scimone		sɪmowˈn
scinta			sɪˈntʌ
scintilla		sɪntɪˈlʌ
scintilore		sɪˈntʌlɔˌɹi
scinto			sɪˈntow
scioli			siowˈli
scion			sajˈʌn
sciortino		siɔɹtiˈnow
scios			skajˈows
scioto			skiowˈtow
scipio			sɪˈpiow
scipione		sɪpiowˈni
scire			sajˈɹ
scism			skɪˈzʌm
scissor		sɪˈzɚ
scissors		sɪˈzɚz
scitex			siˈtɛˌks
sciulli		siuˈli
sciullo		siuˈlow
sciuto			siuˈtow
sclafani		sklɑfɑˈni
scleroderma		sklɪˌɹʌdɚˈmʌ
sclerosis		sklɚowˈsʌs
scobee			skɑˈbi
scobey			skowˈbi
scobie			skɑˈbi
scoby			skowˈbi
scocozza		skɑkɑˈzʌ
scoff			skɔˈf
scoffed		skɔˈft
scoffield		skɔˈfiˌld
scofflaws		skɑˈflɔˌz
scoffs			skɔˈfs
scofield		skowˈfiˌld
scoggin		skɑˈgɪn
scoggins		skɑˈgɪnz
scogin			skowˈgɪn
scohier		skowˈjɚ
scola			skowˈlʌ
scolari		skowlɑˈɹi
scolaro		skowlɑˈɹow
scold			skowˈld
scolded		skowˈldʌd
scolded(1)		skowˈldɪd
scolding		skowˈldɪŋ
scolds			skowˈldz
scoles			skowˈlz
scolia			skowˈljʌ
scoma			skowˈmʌ
sconc			skɑˈns
sconce			skɑˈns
sconces		skɑˈnsɪz
scone			skowˈn
scones			skowˈnz
sconiers		skɔˈniɚz
sconnix		skɑˈnɪks
sconyers		skɔˈniɚz
scooby			skuˈbi
scoop			skuˈp
scooped		skuˈpt
scooper		skuˈpɚ
scooping		skuˈpɪŋ
scoops			skuˈps
scoot			skuˈt
scooter		skuˈtɚ
scooters		skuˈtɚz
scoots			skuˈts
scope			skowˈp
scopes			skowˈps
scopic			skɑˈpɪk
scoping		skowˈpɪŋ
scopolamine		skɔˈpʌlʌmiˌn
scopolamine(1)		skowˈplʌmiˌn
scor			skɔˈɹ
scorch			skɔˈɹʧ
scorched		skɔˈɹʧt
scorcher		skɔˈɹʧɚ
scorching		skɔˈɹʧɪŋ
score			skɔˈɹ
scoreboard		skɔˈɹbɔˌɹd
scorecard		skɔˈɹkɑˌɹd
scorecards		skɔˈɹkɑˌɹdz
scored			skɔˈɹd
scorekeeper		skɔˈɹkiˌpɚ
scorekeepers		skɔˈɹkiˌpɚz
scorekeeping		skɔˈɹkiˌpɪŋ
scoreless		skɔˈɹlʌs
scorer			skɔˈɹɚ
scorers		skɔˈɹɚz
scores			skɔˈɹz
scoring		skɔˈɹɪŋ
scorn			skɔˈɹn
scorned		skɔˈɹnd
scornful		skɔˈɹnfʌl
scorns			skɔˈɹnz
scorpio		skɔˈɹpiowˌ
scorpion		skɔˈɹpiʌn
scorpions		skɔˈɹpiʌnz
scorsese		skɔˌɹsiˈz
scorsese(1)		skɔˌɹsejˈzi
scorsese's		skɔˌɹsiˈzɪz
scorsese's(1)		skɔˌɹsejˈziz
scorsone		skɔˈɹsʌn
scortese		skɔɹtiˈz
scortese(1)		skɔɹtiˈzi
scorza			skɔˈɹzʌ
scot			skɑˈt
scotch			skɑˈʧ
scotched		skɑˈʧt
scotches		skɑˈʧɪz
scotchgard		skɑˈʧgɑˌɹd
scotia			skowˈʃʌ
scotia's		skowˈʃʌz
scotland		skɑˈtlʌnd
scotland's		skɑˈtlʌndz
scots			skɑˈts
scotsman		skɑˈtsmʌn
scott			skɑˈt
scott's		skɑˈts
scotten		skɑˈtʌn
scottie		skɑˈti
scottish		skɑˈtɪʃ
scotto			skowˈtow
scotto(1)		skɑˈtow
scotton		skɑˈtʌn
scotts			skɑˈts
scottsbluff		skɑˈtsblʌˌf
scottsdale		skɑˈtsdejˌl
scotty			skɑˈti
scotty's		skɑˈtiz
scoundrel		skawˈndɹʌl
scoundrels		skawˈndɹʌlz
scour			skawˈɚ
scour(1)		skawˈɹ
scoured		skawˈɚd
scourge		skɚˈʤ
scourged		skɚˈʤd
scourges		skɚˈʤɪz
scourging		skɚˈʤɪŋ
scouring		skawˈɚɪŋ
scours			skawˈɚz
scout			skawˈt
scout's		skawˈts
scouted		skawˈtʌd
scouten		skawˈtʌn
scouter		skawˈtɚ
scouters		skawˈtɚz
scouting		skawˈtɪŋ
scoutmaster		skawˈtmæˌstɚ
scouts			skawˈts
scovel			skowˈvʌl
scovell		skɑˈvʌl
scovil			skowˈvʌl
scovill		skɑˈvʌl
scoville		skowˈvɪˌl
scow			skawˈ
scowcroft		skowˈkɹɔˌft
scowden		skawˈdʌn
scowl			skawˈl
scowled		skawˈld
scowling		skawˈlɪŋ
scozzafava		skowtsɑfɑˈvʌ
scrabble		skɹæˈbʌl
scragg			skɹæˈg
scraggle		skɹæˈgʌl
scraggly		skɹæˈgli
scramble		skɹæˈmbʌl
scrambled		skɹæˈmbʌld
scrambles		skɹæˈmbʌlz
scrambling		skɹæˈmbʌlɪŋ
scrambling(1)		skɹæˈmblɪŋ
scranton		skɹæˈntʌn
scrap			skɹæˈp
scrapbook		skɹæˈpbʊˌk
scrapbooks		skɹæˈpbʊˌks
scrape			skɹejˈp
scraped		skɹejˈpt
scraper		skɹejˈpɚ
scrapers		skɹejˈpɚz
scrapes		skɹejˈps
scraping		skɹejˈpɪŋ
scrapings		skɹejˈpɪŋz
scrapiron		skɹæˈpajˌɚn
scrapped		skɹæˈpt
scrapping		skɹæˈpɪŋ
scrappy		skɹæˈpi
scraps			skɹæˈps
scratch		skɹæˈʧ
scratched		skɹæˈʧt
scratches		skɹæˈʧʌz
scratches(1)		skɹæˈʧɪz
scratching		skɹæˈʧɪŋ
scratchy		skɹæˈʧi
scrawl			skɹɔˈl
scrawled		skɹɔˈld
scrawny		skɹɔˈni
scream			skɹiˈm
screamed		skɹiˈmd
screamer		skɹiˈmɚ
screamers		skɹiˈmɚz
screaming		skɹiˈmɪŋ
screamingly		skɹiˈmɪŋli
screams		skɹiˈmz
screech		skɹiˈʧ
screeched		skɹiˈʧt
screeches		skɹiˈʧɪz
screeching		skɹiˈʧɪŋ
screed			skɹiˈd
screen			skɹiˈn
screened		skɹiˈnd
screener		skɹiˈnɚ
screeners		skɹiˈnɚz
screening		skɹiˈnɪŋ
screenings		skɹiˈnɪŋz
screenplay		skɹiˈnplejˌ
screenplays		skɹiˈnplejˌz
screens		skɹiˈnz
screenwriter		skɹiˈnɹajˌtɚ
screenwriters		skɹiˈnɹajˌtɚz
screenwriting		skɹiˈnɹajˌtɪŋ
screw			skɹuˈ
screwball		skɹuˈbɔˌl
screwdriver		skɹuˈdɹajˌvɚ
screwdrivers		skɹuˈdɹajˌvɚz
screwed		skɹuˈd
screwing		skɹuˈɪŋ
screws			skɹuˈz
screwy			skɹuˈi
scribble		skɹɪˈbʌl
scribbled		skɹɪˈbʌld
scribbler		skɹɪˈblɚ
scribblers		skɹɪˈblɚz
scribbles		skɹɪˈbʌlz
scribbling		skɹɪˈbʌlɪŋ
scribbling(1)		skɹɪˈblɪŋ
scribe			skɹajˈb
scriber		skɹajˈbɚ
scribes		skɹajˈbz
scribner		skɹɪˈbnɚ
scribner's		skɹɪˈbnɚz
scribners		skɹɪˈbnɚz
scrimgeour		skɹɪˈmgɔɹ
scrimmage		skɹɪˈmɪʤ
scrimp			skɹɪˈmp
scrimping		skɹɪˈmpɪŋ
scrimshaw		skɹɪˈmʃɔˌ
scrip			skɹɪˈp
scripp			skɹɪˈp
scripp's		skɹɪˈps
scripps		skɹɪˈps
script			skɹɪˈpt
scripted		skɹɪˈptɪd
scripts		skɹɪˈpts
scripts(1)		skɹɪˈps
scriptural		skɹɪˈpʧɚʌl
scripture		skɹɪˈpʧɚ
scriptures		skɹɪˈpʧɚz
scriptwriter		skɹɪˈptɹajˌtɚ
scriptwriters		skɹɪˈptɹajˌtɚz
scriptwriting		skɹɪˈptɹajˌtɪŋ
scritchfield		skɹɪˈʧfild
scriven		skɹɪˈvɪn
scrivener		skɹɪˈvnɚ
scrivens		skɹajˈvʌnz
scriver		skɹajˈvɚ
scrivner		skɹɪˈvnɚ
scrod			skɹɑˈd
scroggin		skɹɑˈgɪn
scroggins		skɹɑˈgɪnz
scroggs		skɹɑˈgz
scrogham		skɹɑˈghʌm
scroll			skɹowˈl
scrolls		skɹowˈlz
scronce		skɹɑˈns
scrooge		skɹuˈʤ
scrotten		skɹɔˈtɪn
scrounge		skɹawˈnʤ
scrounged		skɹawˈnʤd
scrounging		skɹawˈnʤɪŋ
scrub			skɹʌˈb
scrubbed		skɹʌˈbd
scrubber		skɹʌˈbɚ
scrubbers		skɹʌˈbɚz
scrubbing		skɹʌˈbɪŋ
scrubby		skɹʌˈbi
scruffy		skɹʌˈfi
scruggs		skɹʌˈgz
scrunch		skɹʌˈnʧ
scrunched		skɹʌˈnʧt
scruple		skɹuˈpʌl
scruples		skɹuˈpʌlz
scrupulous		skɹuˈpjʌlʌs
scrupulously		skɹuˈpjʌlʌsli
scrutinize		skɹuˈtʌnajˌz
scrutinized		skɹuˈtʌnajˌzd
scrutinizes		skɹuˈtʌnajˌzɪz
scrutinizing		skɹuˈtʌnajˌzɪŋ
scrutiny		skɹuˈtʌni
scruton		skɹuˈtʌn
scrutton		skɹʌˈtʌn
scrutton's		skɹʌˈtʌnz
scuba			skuˈbʌ
scud			skʌˈd
scudder		skʌˈdɚ
scudder's		skʌˈdɚz
scuderi		skudɛˈɹi
scuds			skʌˈdz
scuff			skʌˈf
scuffed		skʌˈft
scuffle		skʌˈfʌl
scuffled		skʌˈfʌld
scuffles		skʌˈfʌlz
scuffling		skʌˈfʌlɪŋ
scull			skʌˈl
sculley		skʌˈli
sculley's		skʌˈliz
scullin		skʌˈlɪn
scullion		skʌˈljʌn
scully			skʌˈli
sculpt			skʌˈlpt
sculpted		skʌˈlptɪd
sculpting		skʌˈlptɪŋ
sculptor		skʌˈlptɚ
sculptors		skʌˈlptɚz
sculpts		skʌˈlpts
sculptural		skʌˈlpʧɚʌl
sculpture		skʌˈlpʧɚ
sculptured		skʌˈlpʧɚd
sculptures		skʌˈlpʧɚz
sculpturing		skʌˈlptɚɪŋ
sculpturing(1)		skʌˈlpʧɚɪŋ
scum			skʌˈm
scupper		skʌˈpɚ
scuppernong		skʌˈpɚnɔˌŋ
scurdall		skɚˈdɑl
scurdell		skɚˈdɛl
scurdell(1)		skɚdɛˈl
scurlock		skɚˈlʌk
scurried		skɚˈid
scurrilous		skɚˈʌlʌs
scurry			skɚˈi
scurrying		skɚˈiɪŋ
scutt			skʌˈt
scuttle		skʌˈtʌl
scuttlebutt		skʌˈtʌlbʌˌt
scuttled		skʌˈtʌld
scuttling		skʌˈtʌlɪŋ
scuttling(1)		skʌˈtlɪŋ
scylla			sɪˈlʌ
scythe			sɪˈθ
scythe(1)		sajˈθ
scythian		sɪˈθiʌn
sczechuan		sɛˈʧuɑn
sczepanski		sɪpæˈnski
sdn			ɛˈsdiˈɛˈn
se			sawˌθiˈst
se(1)			sejˈ
se(2)			ɛˈsiˈ
sea			siˈ
sea's			siˈz
seabaugh		siˈbɔˌ
seabeach		siˈbiˌʧ
seabed			siˈbɛˌd
seabee			siˈbi
seabees		siˈbiz
seaberg		siˈbɚg
seaberry		siˈbɛˌɹi
seabert		siˈbɚt
seaboard		siˈbɔˌɹd
seabold		siˈbowˌld
seabolt		siˈbowˌlt
seaborn		siˈbɚn
seaborne		siˈbɔˌɹn
seabright		siˈbɹajˌt
seabrook		siˈbɹʊˌk
seabrook's		siˈbɹʊˌks
seabrooks		siˈbɹʊˌks
seaburg		siˈbɚg
seabury		siˈbɛˌɹi
seaco			siˈkow
seacoast		siˈkowˌst
seader			siˈdɚ
seadrift		siˈdɹɪˌft
seafarer		siˈfɛˌɹɚ
seafarers		siˈfɛˌɹɚz
seafirst		siˈfɚˌst
seafood		siˈfuˌd
seafoods		siˈfuˌdz
seaford		siˈfɚd
seafront		siˈfɹʌnt
seaga			siˈgʌ
seagal			sɪgɑˈl
seagate		siˈgejˌt
seagate's		siˈgejˌts
seager			siˈgɚ
seagle			siˈgʌl
seago			siˈgowˌ
seagoing		siˈgowˌɪŋ
seagram		siˈgɹʌm
seagram's		siˈgɹʌmz
seagrams		siˈgɹʌmz
seagrams'		siˈgɹʌmz
seagrave		siˈgɹejˌv
seagraves		siˈgɹejˌvz
seagren		siˈgɹɛn
seagrove		siˈgɹowˌv
seagroves		siˈgɹowˌvz
seagull		siˈgʌˌl
seagull's		siˈgʌˌlz
seagulls		siˈgʌˌlz
seahawk		siˈhɔˌk
seahawks		siˈhɔˌks
seaholm		siˈhowˌm
seal			siˈl
seal's			siˈlz
sealand		siˈlæˌnd
sealand's		siˈlæˌndz
sealant		siˈlʌnt
sealants		siˈlʌnts
seale			siˈl
sealed			siˈld
sealer			siˈlɚ
seales			siˈlz
sealey			siˈli
sealey's		siˈliz
sealift		siˈlɪˌft
sealing		siˈlɪŋ
sealock		siˈlɑˌk
seals			siˈlz
sealtest		siˈltɛˌst
sealy			siˈli
seam			siˈm
seaman			siˈmʌn
seaman's		siˈmʌnz
seamans		siˈmʌnz
seamen			siˈmʌn
seamen's		siˈmʌnz
seamless		siˈmlʌs
seamlessly		siˈmlʌsli
seamon			siˈmʌn
seamons		siˈmʌnz
seams			siˈmz
seamster		siˈmstɚ
seamstress		siˈmstɹɪs
seamstresses		siˈmstɹʌsʌz
seamus			ʃejˈmʌs
seamy			siˈmi
sean			ʃɔˈn
sean's			ʃɔˈnz
seanang		ʃɑˈnʌŋ
seanangs		ʃɑˈnʌŋz
seance			sejˈɑns
seanor			siˈnɚ
seaport		siˈpɔˌɹt
seaports		siˈpɔˌɹts
seapower		siˈpawˌɚ
seaq			siˈk
seaquest		siˈkwɛˌst
seaquist		siˈkwɪˌst
sear			sɪˈɹ
search			sɚˈʧ
searched		sɚˈʧt
searcher		sɚˈʧɚ
searchers		sɚˈʧɚz
searches		sɚˈʧɪz
searching		sɚˈʧɪŋ
searchlight		sɚˈʧlajˌt
searchlights		sɚˈʧlajˌts
searcy			sɚˈsi
seared			sɪˈɹd
searfoss		sɚˈfʌs
searight		sɪˈɹajt
searing		sɪˈɹɪŋ
searl			sɚˈl
searle			sɚˈl
searle's		sɚˈlz
searles		sɚˈlz
searls			sɚˈlz
sears			sɪˈɹz
sears'			sɪˈɹz
sears's		sɪˈɹzɪz
sears's(1)		sɪˈɹz
searson		sɚˈsʌn
seas			siˈz
sease			siˈz
seashell		siˈʃɛˌl
seashells		siˈʃɛˌlz
seashore		siˈʃɔˌɹ
seasick		siˈsɪˌk
seaside		siˈsajˌd
season			siˈzʌn
season's		siˈzʌnz
seasonable		siˈzʌnʌbʌl
seasonal		siˈzʌnʌl
seasonality		siˈzʌnæˌlɪti
seasonality(1)		sizʌnæˈlɪti
seasonally		siˈzʌnʌli
seasonally(1)		siˈznʌli
seasoned		siˈzʌnd
seasoning		siˈzʌnɪŋ
seasonings		siˈzʌnɪŋz
seasons		siˈzʌnz
seastrand		siˈstɹæˌnd
seastrom		siˈstɹʌm
seat			siˈt
seat's			siˈts
seatbelt		siˈtbɛˌlt
seatbelts		siˈtbɛˌlts
seated			siˈtʌd
seated(1)		siˈtɪd
seater			siˈtɚ
seating		siˈtɪŋ
seatings		siˈtɪŋz
seato			siˈtow
seaton			siˈtʌn
seatrain		siˈtɹejˌn
seats			siˈts
seattle		siæˈtʌl
seattle's		siæˈtʌlz
seaver			siˈvɚ
seavers		siˈvɚz
seavey			siˈvi
seaward		siˈwɚd
seawater		siˈwɑˌtɚ
seawater(1)		siˈwɔˌtɚ
seaway			siˈwejˌ
seaweed		siˈwiˌd
seaweeds		siˈwiˌdz
seawell		siˈwɛˌl
seawolf		siˈwʊˌlf
seawolf's		siˈwʊˌlfs
seaworthy		siˈwɔˌɹði
seawright		siˈɹajˌt
seay			sejˈ
sebaceous		sʌbejˈʃʌs
sebald			siˈbɔld
sebastian		sʌbæˈsʧʌn
sebastian's		sʌbæˈsʧʌnz
sebastiana		sʌbæˌstiɑˈnʌ
sebastiane		sʌbæˌstiɛˈn
sebastiani		sʌbæˌstiɑˈni
sebastiani(1)		sʌbæˌstjɑˈni
sebastianis		sʌbæˌstiɑˈniz
sebastianis(1)		sʌbæˌstjɑˈniz
sebby			sɛˈbi
sebek			sɛˈbɪk
seber			siˈbɚ
sebert			sɛˈbɚt
sebesta		sɛbɛˈstʌ
sebi			sɛˈbi
sebo			sɛˈbow
sebold			sɛˈbowld
sebree			sɪbɹiˈ
sebring		siˈbɹɪŋ
sec			sɛˈk
secada			sʌkɑˈdʌ
secateur		sejˈkʌtɚ
secateurs		sejˈkʌtɚz
secaucus		sɪkɔˈkʌs
secchia		sɛˈkiʌ
secede			sɪsiˈd
seceded		sɪsiˈdɪd
seceding		sɪsiˈdɪŋ
secession		sɪsɛˈʃʌn
secessionist		sɪsɛˈʃʌnɪst
secessionists		sɪsɛˈʃʌnɪsts
sechler		sɛˈklɚ
sechrest		sɛˈkɚɪst
sechrist		sɛˈkɚɪst
sechrist(1)		siˈkɹɪˌst
seck			sɛˈk
seckel			sɛˈkʌl
seckinger		sɛˈkɪŋɚ
seckler		sɛˈklɚ
seckman		sɛˈkmʌn
seclude		sʌkluˈd
secluded		sɪkluˈdɪd
seclusion		sɪkluˈʒʌn
seco			sɛˈkow
secom			sɛˈkɑm
secomerica		sɛˌkowmɛˈɹɪkʌ
second			sɛˈkʌnd
second(1)		sɛˈkʌn
second's		sɛˈkʌndz
secondaries		sɛˈkʌndɛˌɹiz
secondarily		sɛˌkʌndɛˈɹʌli
secondary		sɛˈkʌndɛˌɹi
seconded		sɛˈkʌndɪd
seconded(1)		sɛˈkʌnʌd
secondhand		sɛˈkʌndhæˌnd
secondhand(1)		sɛˈkʌnhæˌnd
secondly		sɛˈkʌndli
secondly(1)		sɛˈkʌnli
seconds		sɛˈkʌndz
seconds(1)		sɛˈkʌnz
secor			sɛˈkɚ
secord			siˈkɔɹd
secord's		siˈkɔɹdz
secoy			sɛˈkɔj
secrecy		siˈkɹʌsi
secrest		sɛˈkɚɪst
secret			siˈkɹʌt
secret(1)		siˈkɹɪt
secretarial		sɛˌkɹʌtɛˈɹiʌl
secretariat		sɛˌkɹɪtɛˈɹiʌt
secretaries		sɛˈkɹʌtɛˌɹiz
secretaries'		sɛˈkɹɪtɛˌɹiz
secretary		sɛˈkɹʌtɛˌɹi
secretary's		sɛˈkɹʌtɛˌɹiz
secrete		sɪkɹiˈt
secreted		sʌkɹiˈtʌd
secretion		sʌkɹiˈʃʌn
secretions		sʌkɹiˈʃʌnz
secretive		siˈkɹʌtɪv
secretiveness		siˈkɹʌtɪvnʌs
secretly		siˈkɹɪtli
secrets		siˈkɹʌts
secrets(1)		siˈkɹɪts
secrist		sɛˈkɚɪst
sect			sɛˈkt
sect's			sɛˈkts
sectarian		sɛktɛˈɹiʌn
sectarianism		sɛktɛˈɹiʌnɪˌzʌm
secteur		sɛktuˈɹ
section		sɛˈkʃʌn
section's		sɛˈkʃʌnz
sectional		sɛˈkʃʌnʌl
sectioned		sɛˈkʃʌnd
sectioning		sɛˈkʃʌnɪŋ
sections		sɛˈkʃʌnz
sector			sɛˈktɚ
sector's		sɛˈktɚz
sectoral		sɛˈktɚʌl
sectors		sɛˈktɚz
sects			sɛˈkts
secular		sɛˈkjʌlɚ
secularism		sɛˈkjʌlɚɪˌzʌm
secularist		sɛˈkjʌlɚɪst
secularists		sɛˈkjʌlɚɪsts
secularized		sɛˈkjʌlɚajzd
seculow		sɛˈkjʌlow
secunda		sɪkʌˈndʌ
secure			sɪkjʊˈɹ
secured		sɪkjʊˈɹd
securely		sɪkjʊˈɹli
secures		sɪkjʊˈɹz
securing		sɪkjʊˈɹɪŋ
securities		sɪkjʊˈɹʌtiz
securities'		sɪkjʊˈɹʌtiz
securitization		sɪkjʊˌɹʌtʌzejˈʃʌn
securitize		sɪkjʊˈɹʌtajˌz
securitized		sɪkjʊˈɹʌtajˌzd
securitizing		sɪkjʊˈɹʌtajˌzɪŋ
security		sɪkjʊˈɹʌti
security's		sɪkjʊˈɹʌtiz
seda			sejˈdʌ
sedalia		sʌdejˈljʌ
sedam			sɛˈdʌm
sedan			sʌdæˈn
sedano			sejdɑˈnow
sedans			sɪdæˈnz
sedate			sɪdejˈt
sedated		sɪdejˈtɪd
sedately		sɪdejˈtli
sedates		sɪdejˈts
sedating		sʌdejˈtɪŋ
sedation		sʌdejˈʃʌn
sedative		sɛˈdʌtɪv
sedberry		sɛˈdbɛˌɹi
sedco			sɛˈdkow
seddon			sɛˈdʌn
sedentary		sɛˈdʌntɛˌɹi
seder			sejˈdɚ
sedge			sɛˈʤ
sedgewick		sɛˈʤwɪk
sedgley		sɛˈʤli
sedgwick		sɛˈʤwɪk
sedillo		sɛdɪˈlow
sediment		sɛˈdʌmʌnt
sedimentary		sɛˌdʌmɛˈntɚi
sedimentation		sɛˌdʌmʌntejˈʃʌn
sediments		sɛˈdʌmʌnts
sedita			sɛdiˈtʌ
sedition		sɪdɪˈʃʌn
seditious		sɪdɪˈʃʌs
sedivy			sɛˈdɪvi
sedlacek		sɛˈdlʌsɪk
sedlack		sɛˈdlʌk
sedlak			sɛˈdlʌk
sedlar			sɛˈdlɚ
sedler			sɛˈdlɚ
sedlock		sɛˈdlʌk
sedona			sʌdowˈnʌ
sedor			sɛdɔˈɹ
sedore			sɛdɔˈɹi
seduce			sɪduˈs
seduced		sɪduˈst
seducer		sɪduˈsɚ
seducing		sɪduˈsɪŋ
seduction		sɪdʌˈkʃʌn
seductive		sɪdʌˈktɪv
seductively		sʌdʌˈktɪvli
sedum			sɛˈdʌm
sedums			sɛˈdʌmz
sedwick		sɛˈdwɪk
see			siˈ
see-kiong		siˈkjɔˈŋ
seebach		siˈbɑˌk
seebeck		siˈbɛˌk
seeber			siˈbɚ
seeberger		siˈbɚgɚ
seebold		siˈbowˌld
seeburger		siˈbɚgɚ
seed			siˈd
seed's			siˈdz
seedeater		siˈdiˌtɚ
seedeaters		siˈdiˌtɚz
seeded			siˈdʌd
seeded(1)		siˈdɪd
seeding		siˈdɪŋ
seedling		siˈdlɪŋ
seedlings		siˈdlɪŋz
seedorf		siˈdɔɹf
seedpod		siˈdpɑˌd
seeds			siˈdz
seedsman		siˈdzmʌn
seedy			siˈdi
seefeld		siˈfɛˌld
seefeldt		siˈfɪlt
seegars		siˈgɚz
seeger			siˈgɚ
seegers		siˈgɚz
seegert		siˈgɚt
seegmiller		siˈgmɪlɚ
seehafer		siˈhʌfɚ
seehusen		siˈhusʌn
seeing			siˈɪŋ
seek			siˈk
seekamp		siˈkæˌmp
seeker			siˈkɚ
seeker's		siˈkɚz
seekers		siˈkɚz
seeking		siˈkɪŋ
seekins		siˈkɪnz
seekonk		siˈkɑŋk
seeks			siˈks
seel			siˈl
seelbach		siˈlbɑˌk
seelert		siˈlɚt
seeley			siˈli
seelig			siˈlɪg
seelig's		siˈlɪgz
seeling		siˈlɪŋ
seelinger		siˈlɪŋɚ
seelman		siˈlmʌn
seely			siˈli
seelye			siˈlajˌ
seem			siˈm
seema			siˈmɑ
seemala		siˈmʌlʌ
seeman			siˈmʌn
seemann		siˈmʌn
seemed			siˈmd
seeming		siˈmɪŋ
seemingly		siˈmɪŋli
seems			siˈmz
seen			siˈn
seep			siˈp
seepage		siˈpɪʤ
seeped			siˈpt
seeping		siˈpɪŋ
seeps			siˈps
seer			siˈɹ
seers			siˈɹz
seery			siˈɹi
sees			siˈz
seesaw			siˈsɔˌ
seesawed		siˈsɔˌd
seesawing		siˈsɔˌɪŋ
seese			siˈz
seethe			siˈð
seething		siˈθɪŋ
seetin			siˈtɪn
seeton			siˈtʌn
seever			siˈvɚ
seevers		siˈvɚz
seewald		siˈwɔˌld
sefcik			sɛˈfsɪk
seff			sɛˈf
sefton			sɛˈftʌn
sega			siˈgʌ
sega(1)		sejˈgʌ
sega's			sejˈgʌz
segal			siˈgʌl
segalas		sɛˈgʌlʌs
segall			sejgɑˈl
segar			siˈgɚ
segarra		sɛgɑˈɹʌ
segars			sɛˈgɚz
sege			sɛˈʤ
segel			siˈgʌl
seger			siˈgɚ
segers			siˈgɚz
segerstrom		sɛˈgɚstɹʌm
segler			sɛˈglɚ
segment		sɛˈgmʌnt
segment(1)		sɛˌgmɛˈnt
segment's		sɛˈgmʌnts
segmentation		sɛˌgmʌntejˈʃʌn
segmented		sɛˈgmɛˌntɪd
segmented(1)		sɛˌgmɛˈntɪd
segmented(2)		sɛˈgmɛˌnɪd
segmented(3)		sɛˌgmɛˈnɪd
